1,eat_the_food,20160209000351,False
1,eat_the_food,20160209002308,False
1,tigersharkdude,20160209123325,False
1,phruitpie,20160209123350,False
1,ntw,20160209123615,False
1,mobbo,20160209123624,False
1,FLFisherman,20160209123729,False
1,eat_the_food,20160209124027,False
1,romevi,20160209124035,False
1,bcredbottle,20160209124309,False
1,eat_the_food,20160209124647,False
1,FLFisherman,20160209124753,False
1,romevi,20160209124956,False
1,Bromono,20160209125104,False
1,romevi,20160209125113,False
1,FLFisherman,20160209125435,False
1,Diokhan,20160209125613,False
1,ccarlitos2,20160209130713,False
1,rotciveel,20160209131712,False
1,eat_the_food,20160209132514,False
1,FLFisherman,20160209132625,False
1,dgneo,20160209132806,False
1,Halverson,20160209132937,False
1,whmeltonjr,20160209133234,False
1,Giorgio,20160209133550,False
1,eat_the_food,20160209134120,False
1,danielucf,20160209134247,False
1,garfi3ld,20160209134322,False
1,crbr,20160209135215,False
1,Waateva,20160209140112,False
1,aaron6301,20160209145936,False
1,Glenmael,20160209151147,False
1,romevi,20160209151325,False
1,Waateva,20160209151456,False
1,Glenmael,20160209153149,False
1,regallegion,20160209153758,False
1,FLFisherman,20160209154132,False
1,nemoy,20160209154551,False
1,Glenmael,20160209154729,False
1,switchnollie,20160209173216,False
1,robbles,20160209175559,False
1,piemancoder,20160209180928,False
1,Halverson,20160209181934,False
1,romevi,20160209182102,False
1,UsualSuspectXXX,20160209191101,False
1,sarahnicole,20160209191529,False
1,UsualSuspectXXX,20160209193632,False
1,crbr,20160209194739,False
1,eat_the_food,20160209200819,False
1,baotung,20160209203333,False
2,ntw,20160210003404,False
2,QuickDelat,20160210023712,False
2,Jolikki,20160210025644,False
2,rotciveel,20160210081928,False
2,w00zie,20160210093018,False
2,FLFisherman,20160210093124,False
2,ntw,20160210093736,False
2,eat_the_food,20160210104659,False
2,CoolGrayAJ,20160210110952,False
2,zinkpro45,20160210235847,False
2,jd29,20160211000925,False
2,theoriginal123123,20160211034940,False
2,merutz,20160211083351,False
2,xondat,20160211131041,False
2,bcredbottle,20160211140343,False
2,FLFisherman,20160211140640,False
2,rotciveel,20160211141526,False
2,FLFisherman,20160211142405,False
2,romevi,20160211142509,False
2,FLFisherman,20160211142535,False
2,rotciveel,20160211144732,False
2,Giorgio,20160211152207,False
2,jd29,20160211152344,False
2,rotciveel,20160211154257,False
2,robbles,20160211172036,False
2,Liocer,20160212084922,False
2,Otesanek,20160212190448,False
2,romevi,20160212190623,False
2,deductivemonkee,20160212190648,False
2,romevi,20160212192130,False
2,Otesanek,20160212193307,False
2,Hispes,20160212195256,False
2,UsualSuspectXXX,20160212205034,False
2,Vittra,20160212233934,False
2,deductivemonkee,20160212234514,False
2,Giorgio,20160213013336,False
2,robbles,20160213020313,False
2,HekusuTekusu,20160213032137,False
2,RELLIK,20160213034507,False
2,ntw,20160213104828,False
2,FLFisherman,20160213105057,False
2,demik,20160213115317,False
2,merutz,20160213121040,False
2,FLFisherman,20160213121447,False
2,DAVYtm,20160213122122,False
2,Halverson,20160213122925,False
